Хозяева;Гости;Голы хозяев;Голы гостей;День;Месяц;Год;Тур;Стадион;Город;Время начана;Сезон,
"Амкар;Спартак;2;1;26;августа;2013;6;стадион ""Звезда"";Пермь;17:45;2013/2014",
"Локомотив;Ростов;5;0;26;августа;2013;6;стадион ""РЖД Арена"";Москва;20:00;2013/2014",
"ЦСКА;Амкар;2;1;30;августа;2013;7;стадион ""Арена Химки"";Химки;20:00;2013/2014",
"Терек;Анжи;1;1;31;августа;2013;7;стадион ""Ахмат Арена"";Грозный;18:45;2013/2014",
"Краснодар;Волга НН;3;0;31;августа;2013;7;стадион ""Кубань"";Краснодар;21:00;2013/2014",
"Урал;Рубин;0;3;1;сентября;2013;7;стадион ""Екатеринбург Арена"";Екатеринбург;13:30;2013/2014",
"Зенит;Локомотив;2;1;1;сентября;2013;7;стадион ""Петровский"";Санкт-Петербург;13:30;2013/2014",
"Спартак;Томь;2;1;1;сентября;2013;7;стадион ""РЖД Арена"";Москва;15:45;2013/2014",
"Крылья Советов;Кубань;0;0;1;сентября;2013;7;стадион ""Металлург"";Самара;18:00;2013/2014",
"Динамо;Ростов;1;1;1;сентября;2013;7;стадион ""Арена Химки"";Химки;20:15;2013/2014",
"ЦСКА;Ростов;1;0;14;сентября;2013;8;стадион """"Торпедо"" им. Э. А. Стрельцова"";Москва;13:30;2013/2014",
"Волга НН;Спартак;0;1;14;сентября;2013;8;стадион ""Локомотив"";Нижний Новгород;15:45;2013/2014",
"Краснодар;Крылья Советов;1;1;14;сентября;2013;8;стадион ""Кубань"";Краснодар;18:00;2013/2014",
"Зенит;Терек;2;0;14;сентября;2013;8;стадион ""Петровский"";Санкт-Петербург;20:15;2013/2014",
"Локомотив;Кубань;1;0;15;сентября;2013;8;стадион ""РЖД Арена"";Москва;13:30;2013/2014",
"Томь;Анжи;2;2;15;сентября;2013;8;стадион ""Труд"";Томск;15:45;2013/2014",
"Амкар;Рубин;0;0;15;сентября;2013;8;стадион ""Звезда"";Пермь;18:00;2013/2014",
"Урал;Динамо;1;4;16;сентября;2013;8;стадион ""Екатеринбург Арена"";Екатеринбург;17:00;2013/2014",
"Динамо;Локомотив;1;3;21;сентября;2013;9;стадион ""Арена Химки"";Химки;13:30;2013/2014",
"Крылья Советов;Урал;1;1;21;сентября;2013;9;стадион ""Металлург"";Самара;16:00;2013/2014",
"Терек;Краснодар;0;1;21;сентября;2013;9;стадион ""Ахмат Арена"";Грозный;18:30;2013/2014",
"Волга НН;Анжи;2;1;22;сентября;2013;9;стадион ""Локомотив"";Нижний Новгород;13:30;2013/2014",
"Спартак;ЦСКА;3;0;22;сентября;2013;9;стадион ""РЖД Арена"";Москва;13:30;2013/2014",
"Рубин;Томь;1;2;22;сентября;2013;9;стадион ""Центральный"";Казань;16:00;2013/2014",
"Кубань;Амкар;0;3;22;сентября;2013;9;стадион ""Кубань"";Краснодар;18:15;2013/2014",
"Ростов;Зенит;0;4;22;сентября;2013;9;стадион ""Олимп-2"";Ростов-на-Дону;20:30;2013/2014",
"Крылья Советов;Зенит;1;4;25;сентября;2013;10;стадион ""Металлург"";Самара;18:15;2013/2014",
"Спартак;Краснодар;3;2;25;сентября;2013;10;стадион ""РЖД Арена"";Москва;18:15;2013/2014",
"Кубань;Терек;3;1;25;сентября;2013;10;стадион ""Кубань"";Краснодар;19:00;2013/2014",
"ЦСКА;Анжи;0;0;25;сентября;2013;10;стадион """"Торпедо"" им. Э. А. Стрельцова"";Москва;20:30;2013/2014",
"Томь;Волга НН;1;0;26;сентября;2013;10;стадион ""Труд"";Томск;16:00;2013/2014",
"Амкар;Ростов;1;0;26;сентября;2013;10;стадион ""Звезда"";Пермь;17:00;2013/2014",
"Урал;Локомотив;0;3;26;сентября;2013;10;стадион ""Екатеринбург Арена"";Екатеринбург;18:15;2013/2014",
"Рубин;Динамо;2;2;26;сентября;2013;10;стадион ""Центральный"";Казань;20:30;2013/2014",
"Терек;ЦСКА;2;0;28;сентября;2013;11;стадион ""Ахмат Арена"";Грозный;16:00;2013/2014",
"Зенит;Спартак;4;2;28;сентября;2013;11;стадион ""Петровский"";Санкт-Петербург;18:00;2013/2014",
"Динамо;Крылья Советов;2;0;29;сентября;2013;11;стадион ""Родина"";Химки;13:30;2013/2014",
"Волга НН;Кубань;1;0;29;сентября;2013;11;стадион ""Локомотив"";Нижний Новгород;15:45;2013/2014",
"Краснодар;Рубин;1;0;29;сентября;2013;11;стадион ""Кубань"";Краснодар;18:00;2013/2014",
"Анжи;Амкар;2;2;29;сентября;2013;11;стадион ""Анжи Арена"";Каспийск;20:15;2013/2014",
"Локомотив;Томь;0;0;30;сентября;2013;11;стадион ""РЖД Арена"";Москва;18:15;2013/2014",
"Ростов;Урал;1;1;30;сентября;2013;11;стадион ""Олимп-2"";Ростов-на-Дону;20:30;2013/2014",
"Волга НН;Амкар;0;2;4;октября;2013;12;стадион ""Локомотив"";Нижний Новгород;19:00;2013/2014",
"Урал;Краснодар;0;2;5;октября;2013;12;стадион ""Екатеринбург Арена"";Екатеринбург;13:30;2013/2014",
"Крылья Советов;Локомотив;2;2;5;октября;2013;12;стадион ""Металлург"";Самара;16:00;2013/2014",
"ЦСКА;Динамо;0;2;6;октября;2013;12;стадион ""Сапсан Арена"";Москва;13:30;2013/2014",
"Спартак;Терек;0;0;6;октября;2013;12;стадион ""Екатеринбург Арена"";Екатеринбург;13:30;2013/2014",
"Томь;Зенит;0;3;6;октября;2013;12;стадион ""Труд"";Томск;15:45;2013/2014",
"Рубин;Анжи;5;1;6;октября;2013;12;стадион ""Центральный"";Казань;18:00;2013/2014",
"Кубань;Ростов;2;2;6;октября;2013;12;стадион ""Кубань"";Краснодар;20:15;2013/2014",
"Зенит;ЦСКА;2;0;18;октября;2013;13;стадион ""Петровский"";Санкт-Петербург;20:00;2013/2014",
"Терек;Урал;1;1;19;октября;2013;13;стадион ""Ахмат Арена"";Грозный;13:30;2013/2014",
"Краснодар;Томь;4;0;19;октября;2013;13;стадион ""Кубань"";Краснодар;16:00;2013/2014",
"Анжи;Спартак;0;1;20;октября;2013;13;стадион ""Анжи Арена"";Каспийск;13:30;2013/2014",
"Ростов;Крылья Советов;1;2;20;октября;2013;13;стадион ""Олимп-2"";Ростов-на-Дону;15:45;2013/2014",
"Динамо;Кубань;3;1;20;октября;2013;13;стадион ""Родина"";Химки;18:00;2013/2014",
"Волга НН;Рубин;2;1;20;октября;2013;13;стадион ""Локомотив"";Нижний Новгород;20:15;2013/2014",
"Локомотив;Амкар;4;0;21;октября;2013;13;стадион ""РЖД Арена"";Москва;19:00;2013/2014",
"Крылья Советов;Волга НН;2;2;25;октября;2013;14;стадион ""Металлург"";Самара;19:00;2013/2014",
"Томь;Терек;0;0;26;октября;2013;14;стадион ""Труд"";Томск;12:30;2013/2014",
"Амкар;Динамо;2;1;26;октября;2013;14;стадион ""Звезда"";Пермь;14:45;2013/2014",
"Урал;Зенит;1;2;26;октября;2013;14;стадион ""Екатеринбург Арена"";Екатеринбург;17:00;2013/2014",
"Спартак;Ростов;2;0;26;октября;2013;14;стадион ""РЖД Арена"";Москва;19:30;2013/2014",
"Рубин;Локомотив;1;2;27;октября;2013;14;стадион ""Центральный"";Казань;13:30;2013/2014",
"ЦСКА;Краснодар;5;1;27;октября;2013;14;стадион """"Торпедо"" им. Э. А. Стрельцова"";Москва;16:00;2013/2014",
"Кубань;Анжи;2;0;28;октября;2013;14;стадион ""Кубань"";Краснодар;19:00;2013/2014",
"Волга НН;ЦСКА;1;2;2;ноября;2013;15;стадион ""Локомотив"";Нижний Новгород;13:30;2013/2014",
"Динамо;Томь;1;0;2;ноября;2013;15;стадион ""Родина"";Химки;16:00;2013/2014",
"Зенит;Амкар;1;1;2;ноября;2013;15;стадион ""Петровский"";Санкт-Петербург;18:30;2013/2014",
"Краснодар;Кубань;1;2;3;ноября;2013;15;стадион ""Кубань"";Краснодар;13:30;2013/2014",
"Ростов;Рубин;0;0;3;ноября;2013;15;стадион ""Олимп-2"";Ростов-на-Дону;15:45;2013/2014",
"Спартак;Локомотив;1;3;3;ноября;2013;15;стадион ""РЖД Арена"";Москва;18:00;2013/2014",
"Анжи;Урал;0;1;3;ноября;2013;15;стадион ""Анжи Арена"";Каспийск;20:15;2013/2014",
"Терек;Крылья Советов;0;1;4;ноября;2013;15;стадион ""Ахмат Арена"";Грозный;16:00;2013/2014",
"Урал;Ростов;1;4;8;ноября;2013;16;стадион ""Екатеринбург Арена"";Екатеринбург;17:00;2013/2014",
"Томь;Локомотив;2;0;9;ноября;2013;16;стадион ""Труд"";Томск;13:30;2013/2014",
"Крылья Советов;Динамо;1;2;9;ноября;2013;16;стадион ""Металлург"";Самара;16:00;2013/2014",
"Спартак;Зенит;4;2;10;ноября;2013;16;стадион ""РЖД Арена"";Москва;13:30;2013/2014",
"Амкар;Анжи;1;0;10;ноября;2013;16;стадион ""Звезда"";Пермь;14:00;2013/2014",
"ЦСКА;Терек;4;1;10;ноября;2013;16;стадион """"Торпедо"" им. Э. А. Стрельцова"";Москва;15:45;2013/2014",
"Рубин;Краснодар;0;1;10;ноября;2013;16;стадион ""Центральный"";Казань;18:00;2013/2014",
"Кубань;Волга НН;4;0;10;ноября;2013;16;стадион ""Кубань"";Краснодар;20:15;2013/2014",
"Зенит;Ростов;0;2;22;ноября;2013;17;стадион ""Петровский"";Санкт-Петербург;19:00;2013/2014",
"Томь;Рубин;0;1;23;ноября;2013;17;стадион ""Труд"";Томск;12:30;2013/2014",
"Амкар;Кубань;3;1;23;ноября;2013;17;стадион ""Звезда"";Пермь;14:45;2013/2014",
"ЦСКА;Спартак;1;0;23;ноября;2013;17;стадион ""Арена Химки"";Химки;17:04;2013/2014",
"Локомотив;Динамо;1;0;24;ноября;2013;17;стадион ""РЖД Арена"";Москва;13:30;2013/2014",
"Урал;Крылья Советов;1;1;24;ноября;2013;17;стадион ""Екатеринбург Арена"";Екатеринбург;16:00;2013/2014",
"Анжи;Волга НН;0;0;24;ноября;2013;17;стадион ""Анжи Арена"";Каспийск;18:30;2013/2014",
"Краснодар;Терек;3;2;25;ноября;2013;17;стадион ""Кубань"";Краснодар;19:00;2013/2014",
"Динамо;Урал;3;0;30;ноября;2013;18;стадион ""Родина"";Химки;14:00;2013/2014",
"Терек;Зенит;1;1;1;декабря;2013;18;стадион ""Ахмат Арена"";Грозный;13:30;2013/2014",
"Крылья Советов;Краснодар;1;0;1;декабря;2013;18;стадион ""Металлург"";Самара;16:00;2013/2014",
